poem content,label,confidence
To wait on the will of so handsome a lady,neutral,0.8701
And willed as well those beauteous eyes should be,neutral,0.8689
Some hands unseen strew'd flowers upon his tomb:,disgust,0.8856
"Half sister, Morgane--an unnatural sin.",disgust,0.9569
"Would try his fortune (as he said), for he",neutral,0.8613
To welcome my viewly bride ;,joy,0.9824
When The Hague and the present are both on my side;,joy,0.9386
There let Hymen oft appear,neutral,0.961
And he felt her tresses softly trailing o'er him.,disgust,0.8838
"So long were they sleeping, the owls had builded their nests",neutral,0.9144
I could not else than grieve.  What cause?,sadness,0.9811
Firm and unyielding.  Oh thou Pisa! shame,fear,0.8622
"The fleet, desperate hunter,",fear,0.9143
"ev'n those clouds at last adorn its way,",neutral,0.8802
" ""Concerning the GaJaxy philosophers have held different",neutral,0.8581
"Nor shalt thou death, nor shall thou danger dread:",fear,0.9748
"Cursed Thebes the vengeance it deserves, may prove:",anger,0.8848
To Trojans and to Lycians call'd aloud:,neutral,0.9401
imaginative. The contrast of a youth without means to indulge its,disgust,0.9233
"The things to live for.""",neutral,0.9362
"Murmuring as he goeth,",disgust,0.8552
Is not for modern sages.,neutral,0.9243
"The loose, heavy body in fear.",fear,0.9699
That haunt the Collieburn--unholy wretches!--,fear,0.8803
"with God His glorious dwelling, spacious and heavenly bright.",joy,0.8864
Than a fair woman on her couch at rest.,disgust,0.9147
Fatigue no more my weary brain!,sadness,0.8999
"From sorrowful venture, when ye on the sea swam,",sadness,0.9892
speaking and therefore indivisible by pause or even by any,neutral,0.922
"Auld uncle John, wha wedlock's joys",joy,0.9587
"Such as I have had,",neutral,0.8955
To dress anew her pleasant bowers;,joy,0.9733
Thus in the womb the nascent infant laves,disgust,0.9327
The distaff is worn and smooth with the touch,neutral,0.857
"Pouring libation, that the ship was launch'd,",neutral,0.8946
The sound of your departing beauty.,sadness,0.8861
"All space, the ambient air wide interfused",neutral,0.8839
"The crest of a long, long hill.",fear,0.904
"Our eyes can in another's eyes read clear,",neutral,0.937
"TRUTH haunted me the day I wooed and lost,",fear,0.8877
That in every race or ramble,neutral,0.9234
"So, passing where the prompt Bayardo stood,",neutral,0.8985
"Great sorrow like a madness, seeing there",sadness,0.9836
Then to his wife he cried in fear:,fear,0.989
And make or mar the common weal.,neutral,0.9004
Of heaven. It is a blessed thing to feel,joy,0.96
"If I declare my love, just says",neutral,0.9181
Whom he had early loved. And not in vain,sadness,0.8517
"On a sick bed, long time, he, sorely pained,",sadness,0.9582
"Him follow'd RIMMON, whose delightful Seat",joy,0.9224
"There were some kings, in number three,",neutral,0.9111
"And shining with a gloom, the water grey",sadness,0.9709
Suddenly I am lonely:,sadness,0.9228
"break with pride; and I look to thy face, and tears come to my",sadness,0.9768
A merry song the whole day long,joy,0.9785
"The rank-ed gods dislock,",neutral,0.8798
"And drank and ate with him, and showed her teeth,",disgust,0.9771
When my love was gone.,sadness,0.9895
"The end of life he, best, completes",sadness,0.9155
Back to the field exult with furious joy:,anger,0.9873
"Flowers bloom in other meadows,",neutral,0.8625
"Heav'ns highth, and with the Center mix the Pole.",neutral,0.8817
Who wear each varied shape at will,neutral,0.8831
What do I see?,surprise,0.8623
From saintly rottenness the sacred stole;,disgust,0.9608
"And our life a blissful dream, while I lived alone for thee.",joy,0.9355
"She's spotless like the flow'ring thorn,",neutral,0.8557
And hitch my cheer up near ye,joy,0.913
Where the scanty harvest grew.,disgust,0.9292
"The angel hosts with freshness go,",neutral,0.8958
"But God shall raise them up at length,",neutral,0.9125
"Vendidit hic auro patriam, dominumque potentem",neutral,0.9044
"Attention must be made to woo,",neutral,0.8737
"Gave them drink in bowls of basswood,",neutral,0.8882
That dare this peopled solitude?,anger,0.9187
"As far as cannon dwell,",neutral,0.9332
"Mingled and marvellous grows the fray,",joy,0.969
Then Fortune tells you to provide,neutral,0.851
"For its sweet and pleasant smell,",joy,0.922
One of that mortal race which we have kept,neutral,0.9112
So if you find it is not wise,neutral,0.858
Few are the thyrsus-bearers;,neutral,0.8793
"Garden o'er flowers sad,",sadness,0.9793
"Then, stretching to their full extent",neutral,0.8843
"literary exertion, sent to me his notes, memoranda, &c., and",neutral,0.8906
It leads to glorious liberty;,joy,0.8931
"Yet thou, perchance, art happier, if thou go'st",joy,0.945
"Then spake the lovely maiden: / ""Full ready there am I.",neutral,0.9202
The silver-tasseled poplars the brown bees,neutral,0.9048
"The dark and direful mysteries of the night,",fear,0.9856
Bid her the shrine of blue-ey'd Pallas seek;,neutral,0.9237
Let the Union's fetter vile--,disgust,0.8936
"A light, a glory, such as breaks in dreams;",joy,0.8572
(Nor does thy sun deny't) our Cynthia.,neutral,0.8554
"What if conquest, subjugation,",fear,0.8782
"But lift thine eyes up to the heavens ward,",neutral,0.8519
First learn your lady's qualities at least:,neutral,0.9024
"riotous for space, are returning sad and weary",sadness,0.9879
Perverted sins of fever-tortured brains.,disgust,0.9413
"_Pou, pou'd_, to pull, pulled.",neutral,0.8724
"What is earth, widow?--A place of true sorrow;",sadness,0.9529
"In beauty, riches, power, no land can his surpass;",joy,0.9055
To soothe their burning fevers unto thee they call,anger,0.9161
"Of mighty Constance, who from that loud blast,",surprise,0.9351
"As clear as little bells,",neutral,0.9417
"I'd lay out every Fritz on earth, but, strike me,",fear,0.8562
"Before the Saracen van he cried,",sadness,0.9597
My heart wad break gin I should tyne,sadness,0.9766
"Will you leave your justings, your jars, and your quarrels,",anger,0.8531
"Regardless of thy rules, their destin'd guide,",neutral,0.8623
And bathe your sad face in the tears.,sadness,0.9744
Disguised in tattered garments went,disgust,0.9788
Wi her I will get gowd and gear;,neutral,0.8537
Lift your blue eyes,neutral,0.9245
"If I the death of Love had deeply plann'd,",sadness,0.9366
Will rest the rushes he is wont to play.,neutral,0.8755
"To the fiery stream and whirlpool,",anger,0.9857
His listless horses left alone,sadness,0.9271
"""Morris accomplished an infinity of good in the twenty years",neutral,0.8735
"Thither, where he is saved with sovereign care;",neutral,0.9033
"Anger from fools, falsehood from sycophants,",anger,0.99
"And shout, 'A bas le Presidong!'",anger,0.8776
"For sentimental love is ever vain,",sadness,0.8935
"That end the visible west,",neutral,0.8814
"Noorse? thoort nowt o' a noorse: whoy, doctor's abean",surprise,0.9088
When Day's warm garments brush the dewy vales.,disgust,0.8991
"Clear, clear is our path now",neutral,0.9389
"The same and none other,",neutral,0.9272
"Thither in person, having courier sent",neutral,0.9321
Shall tremble away in sound,fear,0.9764
We hear the cry of a single tree,sadness,0.8589
"Spread wide his name through heaven and earth,",neutral,0.9133
"From the marshes filled with danger,",fear,0.9687
"More glorious and more dread then from no fall,",fear,0.9804
"what while we slept,",surprise,0.8598
"A merry piece I blew on the shore,",joy,0.9706
"“Ah, the dread giant bears away",fear,0.9873
Damask and juniper.,neutral,0.9254
And found no other help. Associates,sadness,0.9186
Good Children all have modest looks.,neutral,0.8507
'She feared some danger from the sea,fear,0.9932
So long they've watched that their old backs have grown,neutral,0.9184
To the glad clods in which spring flowers begin;,joy,0.986
"He has leanings to the mystic,",neutral,0.9136
"But that, Troyano's valiant son to right,",neutral,0.9188
Thy tears fell in streams on the breast of thy maid;,sadness,0.8651
"Than I in truth did feel me.  ""On,"" I cried,",sadness,0.8915
Would creep to the danger zone,fear,0.876
Your son and my son have stormed the wall.,anger,0.9526
"Then let us endeavour, etc.",neutral,0.9227
And wake us in the gloomy night.,sadness,0.9449
See god-like Turenne prostrate on the dust!,disgust,0.9541
What's that you say?,surprise,0.8724
"Yet should he find, our furious combat done,",anger,0.9803
The fairest or foulest day o' the wik.,disgust,0.9513
"Nay, I must own, 'tis most surprising,",surprise,0.9828
"The airy shapes that mock life's slender chain,",disgust,0.9131
'Twixt feare and hope depending doubtfully!,fear,0.9801
And thus ’twas so all through the town. Each testified the same;,neutral,0.8611
"Then thro' the lakes Montgomery takes,",neutral,0.8843
"Ah! God, 'twas always so.",surprise,0.9069
"With a haughty agnostical sniff,",disgust,0.9192
That I do know,neutral,0.9298
"No midmost shows it here, or there,",neutral,0.9298
"The more folks get, the more they seem to need.",neutral,0.8979
"Spoken with That, which being everywhere",neutral,0.9368
"Tempered to the oaten flute,",neutral,0.8919
"Weeping o'er their fortunes sad,",sadness,0.9767
Hearing her as she poked and fussed,disgust,0.9702
Good night! good night! as we so oft have said,joy,0.8603
"For those ashamed of him Cupid reserves the bitterest passions,",disgust,0.9104
"To......'s Picture: Go Then, if She, Whose Shade Thou art.",neutral,0.8628
Have we of women or their seed?,neutral,0.8581
With store of heavenly liquor fraught.,fear,0.956
And the crimson pall of eve may fall,sadness,0.8601
For painted in my heart and portrayed right,joy,0.8546
"(Exclaim’d the king), who raise your eager bands",neutral,0.9179
"The hearing gave new pleasure to the sight,",joy,0.8813
"As Orpheus us'd, when he made fiends obay.",disgust,0.8754
He calls his magic art to aid,neutral,0.9366
"Big, rich Pork-pies! Oh, the lovely smell!",joy,0.9497
"So spake the royal Chief, and to his friends",neutral,0.8804
I am surer of the beauty,joy,0.9047
"Before him not the ghost of shores,",fear,0.9129
Was his own.,neutral,0.8777
"To feel the sweet o' the year began,",joy,0.9621
My heart is weary and would forget.,sadness,0.9436
"Stretched forth in beauty 'neath the sunny skies,",joy,0.943
"Thy golden crown upon her languished head,",sadness,0.8789
"Among their feet trample him on the ground,",disgust,0.9413
"I heard, and as I gazed upon him,",fear,0.896
"Felt for his servants, thus addressed:",disgust,0.9341
"A natural horror, and a sickly dread",fear,0.9815
Only the Future can reach up to lay,neutral,0.955
Had Brandimart not perished; when they hear,sadness,0.8926
"O MIHI post nullos umquam memorande sodalis,",neutral,0.9272
Fijábamos los ojos,neutral,0.8629
"And to cheer the ""boys"" along.",joy,0.971
"Diana owned, nor sudden-sweet the soul in her did move:",surprise,0.9305
"As sad as earth, as sweet as heaven!",sadness,0.981
"Of all my happiest hours of joy,",joy,0.9857
And glorious as when first he smiled,joy,0.9855
"De la hermosa Zaida amante,",neutral,0.8873
And there are Ali Baba's rocks.,neutral,0.8871
"By cruel kings, in fierce Britannia bred,",anger,0.8668
Rejoiced the spirit's sway to own.,neutral,0.8568
And I steer on to it.,neutral,0.9456
"Though the green earth is fair and I love it,",joy,0.8825
"These to her mother, day by day,",neutral,0.8994
"Beneath a stranded shipwreck, with a cry",sadness,0.8771
"Your private right should impious power invade,",anger,0.855
"""Thou may'st toss about for ever,",neutral,0.8535
"He watch'd the liner's stem ploughing the foam,",neutral,0.9292
"It might, on second thoughts, be just as good,",neutral,0.881
"Fades the eve in dreamy fire,",fear,0.8903
"Watch on our stronghold keep,",neutral,0.9072
"struck and insulted without a word, though he was in his own",anger,0.9155
"Moaned to his fellow, mad with rage or fear.",anger,0.8882
that showerest down such blows for vengeance!,anger,0.9751
"Well should you practise, who so well can teach.",neutral,0.8679
"In the lovely tropical verdure,",joy,0.9392
In all my need there never / such grief hath happened.,sadness,0.9742
"him, or where he may be found, let them bring him back again",neutral,0.9212
From its firm base to shake the solid world;,fear,0.9635
"""I often wonder,"" he would say,",surprise,0.972
"With girlish play, amid those very waves",joy,0.8607
"The women, at evening, they wave and they cheer.",joy,0.9557
"Que hay dolor que al pasar, su horrible huella",fear,0.9411
Where they listen for words from below?,neutral,0.9394
For doubting there were marvellous occasion.,joy,0.9798
"And my life is ebbing low,",sadness,0.9255
"Alone and sad. No, I will once more raise",sadness,0.9776
"Lo! from our burning hands,",anger,0.9723
"These were scouts of crafty Tomo,",neutral,0.9389
"Therefore, it would seem that I have some title to speak to you",neutral,0.9221
May every joy this bright world numbers,joy,0.9682
Paradiso: Canto XVII,neutral,0.9248
"he is your guest, send him to Lacedaemon in a chariot, and let",neutral,0.8881
An thus he did reply:,neutral,0.8589
"Then, Rosa, soul to soul we'll meet,",neutral,0.9403
Or to the devyl dedyst sacryfyse,neutral,0.9221
"With brightest hope and faith, and filled",joy,0.8904
"""Their homes were happy and bright,",joy,0.9683
"Robed in tinsel veils of vapors,",disgust,0.9189
Shall flee before thy presence fair.,fear,0.8615
"In the merry dance of snow-shoes,",joy,0.9784
Your eyes were made for laughter:,joy,0.9123
Swift to revenge it sent his angry lance;,anger,0.9672
Like ony common weed and vile.,disgust,0.9616
Orl (all in)--Without limit or restriction.,neutral,0.9078
