poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type,label_num
"Cherry-lipt Adonis in his snowie shape,
    Might not compare with his pure ivorie white,
    On whose faire front a poets pen may write,
Whose roseate red excels the crimson grape,
His love-enticing delicate soft limbs,
    Are rarely framd tintrap poore gazine eies:
    His cheeks, the lillie and carnation dies,
With lovely tincture which Apollos dims.
His lips ripe strawberries in nectar wet,
    His mouth a Hive, his tongue a hony-combe,
    Where Muses (like bees) make their mansion.
His teeth pure pearle in blushing correll set.
    Oh how can such a body sinne-procuring,
    Be slow to love, and quicke to hate, enduring?",5.0,sadness,0.42004195,0.04255015,0.06554515,0.06674763,0.09826062,0.16271324,0.42004195,0.14414129,Renaissance,Mythology & Folklore,5
"With how sad steps, O Moon, thou climb'st the skies!
How silently, and with how wan a face!
What, may it be that even in heav'nly place
That busy archer his sharp arrows tries!
Sure, if that long-with love-acquainted eyes
Can judge of love, thou feel'st a lover's case,
I read it in thy looks; thy languish'd grace
To me, that feel the like, thy state descries.
Then, ev'n of fellowship, O Moon, tell me,
Is constant love deem'd there but want of wit?
Are beauties there as proud as here they be?
Do they above love to be lov'd, and yet
Those lovers scorn whom that love doth possess?
Do they call virtue there ungratefulness?",5.0,sadness,0.97962016,0.001551691,0.00271965,0.00189999,0.001994435,0.0085667,0.97962016,0.003647397,Renaissance,Nature,5
"As others or ourselves
let’s say—furtive, then,

inconsequent and sad—
or on the edge of thought,

perhaps, or into some
predictable meandering,

the outward accelerations
of water against its shore

dissipating into erosions,
cuts and counter-cuts,

remembered as landscape,
the convenient certainties

of an abandoned past.
Is it tree or treeline

or the massing of leaves
against the sky or color

freed from shadow or something
of color deepening against shade,

the sensible bluff that heaves
above the bluff’s presumed

insensible marl? River,
again, always enclosed

by its own turnings, its
own turnings overgrown.",2.0,fear,0.8561494,0.029157497,0.011317008,0.8561494,0.00459399,0.05441369,0.036200278,0.00816814,Modern,Nature,2
"   I. Springing Jack

Green wooden leaves clap light away,
Severely practical, as they

Shelter the children candy-pale,
The chestnut-candles flicker, fail . . .

The showman’s face is cubed clear as
The shapes reflected in a glass

Of water—(glog, glut, a ghost’s speech
Fumbling for space from each to each).

The fusty showman fumbles, must
Fit in a particle of dust

The universe, for fear it gain
Its freedom from my cube of brain.

Yet dust bears seeds that grow to grace
Behind my crude-striped wooden face

As I, a puppet tinsel-pink
Leap on my springs, learn how to think—

Till like the trembling golden stalk
Of some long-petalled star, I walk

Through the dark heavens, and the dew
Falls on my eyes and sense thrills through.


     II. The Ape Watches “Aunt Sally”

The apples are an angel’s meat;
The shining dark leaves make clear sweet

The juice; green wooden fruits alway
Fall on these flowers as white as day—

(Clear angel-face on hairy stalk:
Soul grown from flesh, an ape’s young talk!)

And in this green and lovely ground
The Fair, world-like, turns round and round

And bumpkins throw their pence to shed
Aunt Sally’s wooden clear-striped head.—

I do not care if men should throw
Round sun and moon to make me go—

As bright as gold and silver pence . . .
They cannot drive ",2.0,fear,0.79490256,0.13022768,0.040030178,0.79490256,0.009866825,0.011928153,0.010996463,0.002048162,Modern,Nature,2
"I feel the spring far off, far off,
    The faint, far scent of bud and leaf
Oh, how can spring take heart to come
    To a world in grief,
    Deep grief?
 
The sun turns north, the days grow long,
    Later the evening star grows bright
How can the daylight linger on
    For men to fight,
    Still fight?
 
The grass is waking in the ground,
    Soon it will rise and blow in waves
How can it have the heart to sway
    Over the graves,
    New graves?
 
Under the boughs where lovers walked
    The apple-blooms will shed their breath
But what of all the lovers now
    Parted by Death,
    Grey Death?",5.0,sadness,0.9191003,0.007386385,0.002136494,0.041769564,0.005255163,0.007453966,0.9191003,0.016898073,Modern,Love,5
"in Just-
spring          when the world is mud-
luscious the little
lame balloonman

whistles          far          and wee

and eddieandbill come
running from marbles and
piracies and it's
spring

when the world is puddle-wonderful

the queer
old balloonman whistles
far          and             wee
and bettyandisbel come dancing

from hop-scotch and jump-rope and

it's
spring
and

         the

                  goat-footed

balloonMan          whistles
far
and
wee",3.0,joy,0.82878566,0.004262684,0.000799425,0.003263792,0.82878566,0.037773244,0.03304172,0.092073366,Modern,Mythology & Folklore,3
"Go and catch a falling star,
    Get with child a mandrake root,
Tell me where all past years are,
    Or who cleft the devil's foot,
Teach me to hear mermaids singing,
Or to keep off envy's stinging,
            And find
            What wind
Serves to advance an honest mind.

If thou be'st born to strange sights,
    Things invisible to see,
Ride ten thousand days and nights,
    Till age snow white hairs on thee,
Thou, when thou return'st, wilt tell me,
All strange wonders that befell thee,
            And swear,
            No where
Lives a woman true, and fair.

If thou find'st one, let me know,
    Such a pilgrimage were sweet;
Yet do not, I would not go,
    Though at next door we might meet;
Though she were true, when you met her,
And last, till you write your letter,
            Yet she
            Will be
False, ere I come, to two, or three.





Poetry Out Loud Note: In the print anthology, this poem is titled simply ""Song."" The student may give either title during the recitation. ",2.0,fear,0.5037597,0.062476493,0.027293196,0.5037597,0.06523795,0.13846354,0.1415563,0.061212946,Renaissance,Mythology & Folklore,2
"i carry your heart with me(i carry it in
my heart)i am never without it(anywhere
i go you go,my dear;and whatever is done
by only me is your doing,my darling)
                                                      i fear
no fate(for you are my fate,my sweet)i want
no world(for beautiful you are my world,my true)
and it’s you are whatever a moon has always meant
and whatever a sun will always sing is you

here is the deepest secret nobody knows
(here is the root of the root and the bud of the bud
and the sky of the sky of a tree called life;which grows
higher than soul can hope or mind can hide)
and this is the wonder that's keeping the stars apart

i carry your heart(i carry it in my heart)",2.0,fear,0.8165838,0.005704763,0.000417689,0.8165838,0.020601342,0.005802019,0.14315234,0.007738022,Modern,Love,2
"Drink to me only with thine eyes,
         And I will pledge with mine;
Or leave a kiss but in the cup,
         And Ill not look for wine.
The thirst that from the soul doth rise
         Doth ask a drink divine;
But might I of Joves nectar sup,
         I would not change for thine.

I sent thee late a rosy wreath,
         Not so much honouring thee
As giving it a hope, that there
         It could not withered be.
But thou thereon didst only breathe,
         And sentst it back to me;
Since when it grows, and smells, I swear,
         Not of itself, but thee.",5.0,sadness,0.4947908,0.041272786,0.022846062,0.13537024,0.05990798,0.22030301,0.4947908,0.025509195,Renaissance,Love,5
"This tuft that thrives on saline nothingness,
Inverted octopus with heavenward arms
Thrust parching from a palm-bole hard by the cove?
A bird almost?of almost bird alarms,

Is pulmonary to the wind that jars
Its tentacles, horrific in their lurch.
The lizard’s throat, held bloated for a fly,
Balloons but warily from this throbbing perch.

The needles and hack-saws of cactus bleed
A milk of earth when stricken off the stalk;
But this,?defenseless, thornless, sheds no blood,
Almost no shadow?but the air’s thin talk.

Angelic Dynamo! Ventriloquist of the Blue!
While beachward creeps the shark-swept Spanish Main
By what conjunctions do the winds appoint
Its apotheosis, at last?the hurricane!",2.0,fear,0.7480685,0.03174564,0.1806521,0.7480685,0.001341173,0.012195073,0.010573453,0.015424099,Modern,Nature,2
"Lo I the man, whose Muse whilome did maske,
As time her taught in lowly Shepheards weeds,
Am now enforst a far unfitter taske,
For trumpets sterne to chaunge mine Oaten reeds,
And sing of Knights and Ladies gentle deeds;
Whose prayses having slept in silence long,
Me, all too meane, the sacred Muse areeds
To blazon broad emongst her learned throng:
Fierce warres and faithful loves shall moralize my song.
Helpe then, O holy Virgin chiefe of nine,
Thy weaker Novice to performe thy will,
Lay forth out of thine everlasting scryne
The antique rolles, which there lye hidden still,
Of Faerie knights and fairest Tanaquill,
Whom that most noble Briton Prince so long
Sought through the world, and suffered so much ill,
That I must rue his undeserved wrong:
O helpe thou my weake wit, and sharpen my dull tong.
And thou most dreaded impe of highest Jove,
Faire Venus sonne, that with thy cruell dart
At that good knight so cunningly didst rove,
That glorious fire it kindled in his hart,
Lay now thy deadly Heben bow apart,
And with thy mother milde come to mine ayde:
Come both, and with you bring triumphant Mart,
In loves and gentle jollities arrayd,
After his murdrous spoiles and bloudy rage allayd.
And with them eke, O Goddesse heavenly bright,
Mirrour of grace and M",0.0,anger,0.89628047,0.89628047,0.009259264,0.004948996,0.002319839,0.007622642,0.07808781,0.001481163,Renaissance,Mythology & Folklore,0
"What is your substance, whereof are you made,
That millions of strange shadows on you tend?
Since every one hath, every one, one shade,
And you, but one, can every shadow lend.
Describe Adonis, and the counterfeit
Is poorly imitated after you;
On Helen's cheek all art of beauty set,
And you in Grecian tires are painted new.
Speak of the spring and foison of the year:
The one doth shadow of your beauty show,
The other as your bounty doth appear;
And you in every blessed shape we know.
    In all external grace you have some part,
    But you like none, none you, for constant heart.",4.0,neutral,0.45800713,0.058337178,0.08645845,0.14416134,0.02059903,0.45800713,0.07655989,0.15587689,Renaissance,Mythology & Folklore,4
